SMI-Family
ISIN;CH0009980894;;;;;;CH0000222130;;;;CH0004147150;CH0004147192;CH0004147242
SYMBOL;SMI ;;;;;;SMIC;;;;SSPRC;SSPRA;SSPRM
NAME;SMI®;;;;;;SMIC;;;;SMI® Current;SMI® Daily;SMI® Monthly
;Price-Index;;;;;;Total-Return;;;;Spread %;aver. Sp. %;aver. Sp. %
YTDPerf.%;-7.200;-7.700;-7.020;-7.460;-7.660;-7.680;-3.990;-4.500;-3.800;-4.260;-50.000;-33.340;-100.000;
Date;Open;Close;High;Low;Bid;Ask;  Open  ; Close  ; High   ;  Low   ;Close;Close;Close
04.01.2018;9497.24;9509.28;9523.96;9467.86;9507.29;9511.28;18781.19;18804.99;18834.02;18723.09;00.04;00.03;00.00;
03.01.2018;9436.96;9478.92;9487.78;9394.47;9476.19;9479.85;18661.97;18744.96;18762.48;18577.95;00.04;00.04;00.00;
29.12.2017;9377.06;9381.87;9398.27;9358.13;9377.33;9382.62;18543.53;18553.04;18585.47;18506.10;00.06;00.06;00.06;
28.12.2017;9431.69;9405.80;9436.55;9401.38;9403.27;9408.84;18651.56;18600.36;18661.18;18591.63;00.06;00.05;00.00;
27.12.2017;9386.20;9430.44;9446.40;9386.20;9427.81;9433.26;18561.60;18649.09;18680.65;18561.60;00.06;00.06;00.00;
22.12.2017;9409.61;9394.49;9439.11;9388.04;9392.23;9397.50;18607.90;18577.99;18666.24;18565.25;00.06;00.06;00.00;
21.12.2017;9304.25;9424.67;9433.46;9288.07;9422.08;9427.09;18399.55;18637.68;18655.06;18367.55;00.05;00.06;00.00;
20.12.2017;9392.42;9314.83;9407.56;9314.83;9314.14;9320.64;18573.90;18420.46;18603.85;18420.46;00.07;00.06;00.00;
19.12.2017;9452.72;9399.17;9468.84;9399.17;9398.02;9403.25;18693.15;18587.24;18725.02;18587.24;00.06;00.05;00.00;
18.12.2017;9432.78;9452.32;9460.15;9418.62;9449.09;9454.61;18653.72;18692.36;18707.85;18625.71;00.06;00.06;00.00;
15.12.2017;9392.24;9394.71;9416.37;9364.19;9392.85;9398.75;18573.54;18578.43;18621.26;18518.08;00.06;00.06;00.00;
14.12.2017;9366.30;9383.02;9416.16;9350.62;9380.99;9387.93;18522.25;18555.31;18620.86;18491.25;00.07;00.06;00.00;
13.12.2017;9331.33;9394.55;9406.28;9323.58;9390.59;9395.96;18453.09;18578.12;18601.32;18437.77;00.06;00.06;00.00;
12.12.2017;9319.68;9361.41;9361.41;9286.59;9358.09;9363.12;18430.06;18512.57;18512.57;18364.62;00.05;00.06;00.00;
11.12.2017;9336.80;9314.76;9343.24;9306.61;9310.72;9316.66;18463.92;18420.32;18476.64;18404.22;00.06;00.06;00.00;
08.12.2017;9303.49;9319.16;9330.57;9284.52;9317.33;9322.66;18398.04;18429.02;18451.60;18360.52;00.06;00.06;00.00;
07.12.2017;9325.12;9270.57;9342.67;9261.38;9268.75;9274.23;18440.81;18332.93;18475.52;18314.77;00.06;00.06;00.00;
06.12.2017;9228.04;9309.99;9320.77;9214.37;9307.05;9312.33;18248.83;18410.89;18432.21;18221.81;00.06;00.06;00.00;
05.12.2017;9316.06;9288.92;9350.28;9282.74;9286.41;9291.61;18422.90;18369.23;18490.57;18357.01;00.06;00.06;00.00;
04.12.2017;9330.15;9328.63;9384.01;9313.98;9325.99;9330.99;18450.75;18447.76;18557.27;18418.78;00.05;00.06;00.00;
01.12.2017;9314.90;9274.55;9365.55;9272.12;9273.07;9278.30;18420.61;18340.82;18520.77;18336.01;00.06;00.06;00.00;
30.11.2017;9304.05;9318.77;9370.01;9287.92;9317.49;9322.55;18399.15;18428.25;18529.58;18367.24;00.05;00.06;00.06;
29.11.2017;9347.54;9304.42;9363.52;9302.38;9301.60;9306.69;18485.16;18399.88;18516.76;18395.85;00.05;00.06;00.00;
28.11.2017;9279.54;9320.44;9327.75;9277.36;9318.57;9323.65;18350.68;18431.56;18446.02;18346.37;00.05;00.06;00.00;
27.11.2017;9305.33;9264.39;9341.04;9264.39;9263.13;9268.88;18401.67;18320.71;18472.29;18320.71;00.06;00.06;00.00;
24.11.2017;9324.02;9325.60;9350.41;9299.57;9321.57;9327.16;18438.63;18441.76;18490.82;18390.29;00.06;00.06;00.00;
23.11.2017;9264.37;9315.56;9328.89;9249.87;9311.60;9316.63;18320.67;18421.90;18448.28;18292.01;00.05;00.06;00.00;
22.11.2017;9323.23;9291.84;9361.36;9291.84;9288.85;9293.90;18437.07;18375.01;18512.49;18375.01;00.05;00.06;00.00;
21.11.2017;9280.83;9324.53;9350.72;9261.05;9323.59;9328.74;18353.22;18439.64;18491.44;18314.12;00.06;00.06;00.00;
20.11.2017;9253.58;9299.61;9317.28;9232.45;9295.99;9301.09;18299.34;18390.37;18425.31;18257.55;00.05;00.06;00.00;
17.11.2017;9137.77;9183.61;9183.61;9119.82;9178.40;9183.86;18070.32;18160.97;18160.97;18034.82;00.06;00.06;00.00;
16.11.2017;9092.32;9146.82;9165.32;9090.52;9145.34;9150.51;17980.43;18088.22;18124.80;17976.89;00.06;00.06;00.00;
15.11.2017;9095.64;9089.55;9107.35;9045.80;9087.28;9093.00;17987.01;17974.97;18010.17;17888.45;00.06;00.06;00.00;
14.11.2017;9160.35;9130.48;9194.45;9101.34;9126.15;9131.23;18114.97;18055.91;18182.41;17998.28;00.06;00.06;00.00;
13.11.2017;9174.70;9162.74;9192.56;9105.93;9160.62;9166.09;18143.35;18119.70;18178.67;18007.36;00.06;00.06;00.00;
10.11.2017;9176.51;9134.16;9190.39;9123.60;9131.70;9136.89;18146.93;18063.19;18174.38;18042.31;00.06;00.06;00.00;
09.11.2017;9261.26;9177.82;9283.42;9155.65;9175.71;9180.98;18314.52;18149.53;18358.35;18105.68;00.06;00.06;00.00;
08.11.2017;9233.60;9265.83;9265.83;9201.56;9262.51;9267.51;18259.83;18323.56;18323.56;18196.47;00.05;00.06;00.00;
07.11.2017;9298.48;9220.16;9302.40;9212.55;9219.27;9225.10;18388.14;18233.26;18395.87;18218.21;00.06;00.06;00.00;
06.11.2017;9305.48;9288.78;9327.74;9288.78;9286.93;9292.17;18401.97;18368.94;18445.99;18368.94;00.06;00.06;00.00;
03.11.2017;9276.87;9322.05;9322.05;9267.97;9318.09;9323.65;18345.39;18434.74;18434.75;18327.79;00.06;00.06;00.00;
02.11.2017;9265.40;9279.65;9285.94;9226.23;9275.85;9281.18;18322.71;18350.89;18363.33;18245.26;00.06;00.06;00.00;
01.11.2017;9268.90;9267.82;9299.24;9256.33;9264.20;9269.55;18329.63;18327.50;18389.63;18304.77;00.06;00.06;00.00;
31.10.2017;9178.07;9242.18;9253.30;9165.12;9238.92;9244.03;18150.02;18276.79;18298.80;18124.40;00.06;00.06;00.06;
30.10.2017;9147.13;9175.50;9203.94;9130.33;9172.46;9177.52;18088.84;18144.94;18201.17;18055.61;00.06;00.06;00.00;
27.10.2017;9200.11;9183.42;9254.36;9168.24;9181.24;9186.53;18193.61;18160.59;18300.87;18130.58;00.06;00.06;00.00;
26.10.2017;9071.88;9200.08;9200.08;9071.88;9197.50;9202.60;17940.01;18193.54;18193.54;17940.01;00.06;00.06;00.00;
25.10.2017;9191.73;9084.04;9202.58;9062.64;9081.42;9086.46;18177.02;17964.07;18198.49;17921.74;00.06;00.06;00.00;
24.10.2017;9243.07;9194.84;9244.71;9185.72;9191.06;9196.93;18278.55;18183.18;18281.80;18165.14;00.06;00.06;00.00;
23.10.2017;9239.23;9248.49;9277.00;9229.46;9247.54;9252.88;18270.96;18289.27;18345.65;18251.65;00.06;00.06;00.00;
20.10.2017;9272.41;9237.13;9279.08;9213.76;9232.37;9238.09;18336.57;18266.80;18349.76;18220.60;00.06;00.05;00.00;
19.10.2017;9285.31;9233.52;9300.29;9222.54;9231.28;9236.41;18362.08;18259.67;18391.71;18237.97;00.06;00.05;00.00;
18.10.2017;9258.65;9309.61;9318.04;9256.52;9305.51;9310.73;18309.36;18410.14;18426.82;18305.16;00.06;00.05;00.00;
17.10.2017;9291.06;9269.86;9307.69;9249.82;9268.77;9273.90;18373.46;18331.54;18406.34;18291.90;00.06;00.06;00.00;
16.10.2017;9299.73;9274.59;9310.05;9271.14;9272.86;9278.59;18390.60;18340.90;18411.01;18334.06;00.06;00.06;00.00;
13.10.2017;9304.29;9311.69;9312.96;9280.03;9309.10;9314.34;18399.62;18414.26;18416.77;18351.65;00.06;00.06;00.00;
12.10.2017;9282.45;9297.34;9301.90;9257.02;9293.93;9299.31;18356.44;18385.88;18394.90;18306.14;00.06;00.06;00.00;
11.10.2017;9275.21;9265.34;9287.80;9258.32;9263.16;9268.65;18342.12;18322.60;18367.02;18308.70;00.06;00.06;00.00;
10.10.2017;9259.19;9267.17;9282.40;9247.81;9263.03;9268.47;18310.43;18326.21;18356.33;18287.93;00.06;00.05;00.00;
09.10.2017;9251.81;9259.34;9272.27;9241.32;9255.81;9261.47;18295.85;18310.73;18336.30;18275.10;00.06;00.06;00.00;
06.10.2017;9273.34;9252.12;9289.13;9239.37;9249.60;9254.67;18338.41;18296.46;18369.64;18271.24;00.05;00.05;00.00;
05.10.2017;9270.80;9262.66;9277.82;9248.70;9261.08;9266.18;18333.40;18317.30;18347.28;18289.69;00.05;00.05;00.00;
04.10.2017;9275.36;9283.97;9284.79;9251.49;9279.73;9285.39;18342.41;18359.44;18361.06;18295.20;00.06;00.06;00.00;
03.10.2017;9256.31;9283.74;9284.09;9244.52;9281.01;9286.05;18304.74;18358.98;18359.68;18281.43;00.05;00.05;00.00;
02.10.2017;9177.03;9242.15;9242.15;9174.65;9235.59;9242.94;18147.95;18276.74;18276.74;18143.24;00.08;00.06;00.00;
29.09.2017;9107.17;9157.46;9157.46;9097.34;9153.16;9158.20;18009.81;18109.26;18109.26;17990.37;00.06;00.06;00.06;
28.09.2017;9089.32;9112.16;9123.48;9075.89;9108.88;9113.92;17974.51;18019.68;18042.05;17947.95;00.06;00.06;00.00;
27.09.2017;9118.85;9098.58;9144.78;9096.92;9096.44;9101.55;18032.91;17992.83;18084.18;17989.54;00.06;00.06;00.00;
26.09.2017;9122.51;9113.65;9156.02;9096.84;9110.86;9115.90;18040.14;18022.62;18106.40;17989.38;00.06;00.06;00.00;
25.09.2017;9124.15;9140.47;9167.35;9114.03;9138.80;9143.92;18043.39;18075.67;18128.82;18023.37;00.06;00.06;00.00;
22.09.2017;9142.59;9136.72;9156.41;9125.81;9133.86;9139.21;18079.86;18068.24;18107.18;18046.66;00.06;00.06;00.00;
21.09.2017;9111.55;9134.13;9144.12;9110.27;9132.50;9137.51;18018.48;18063.13;18082.87;18015.93;00.05;00.06;00.00;
20.09.2017;9072.47;9095.65;9116.92;9072.47;9092.33;9098.48;17941.19;17987.02;18029.08;17941.19;00.07;00.06;00.00;
19.09.2017;9043.16;9093.20;9096.86;9031.98;9091.59;9096.60;17866.12;17964.99;17972.21;17844.03;00.06;00.06;00.00;
18.09.2017;9062.70;9048.11;9071.34;9037.35;9046.39;9051.36;17904.72;17875.90;17921.79;17854.65;00.05;00.05;00.00;
15.09.2017;9049.48;9028.05;9057.60;9001.88;9023.70;9028.99;17878.62;17836.27;17894.64;17784.57;00.06;00.06;00.00;
14.09.2017;9039.03;9071.43;9071.43;9033.41;9067.00;9071.99;17857.96;17921.98;17921.98;17846.86;00.06;00.06;00.00;
13.09.2017;9044.21;9053.83;9075.66;9023.55;9052.47;9057.44;17868.20;17887.21;17930.33;17827.39;00.05;00.06;00.00;
12.09.2017;9021.31;9053.62;9053.95;9007.44;9050.52;9055.69;17822.96;17886.80;17887.45;17795.54;00.06;00.06;00.00;
11.09.2017;8925.53;8982.23;8984.38;8925.49;8979.31;8984.32;17633.73;17745.74;17750.00;17633.64;00.06;00.06;00.00;
08.09.2017;8886.65;8912.05;8923.18;8877.70;8909.22;8914.37;17556.92;17607.10;17629.09;17539.24;00.06;00.06;00.00;
07.09.2017;8875.65;8906.66;8921.27;8834.36;8903.93;8909.15;17535.19;17596.45;17625.32;17453.62;00.06;00.06;00.00;
06.09.2017;8809.65;8859.47;8874.25;8797.08;8857.92;8863.16;17404.79;17503.21;17532.42;17379.96;00.06;00.06;00.00;
05.09.2017;8861.15;8869.56;8929.57;8858.43;8868.02;8874.04;17506.53;17523.16;17641.72;17501.15;00.07;00.06;00.00;
04.09.2017;8874.86;8864.46;8901.06;8856.76;8862.44;8867.61;17533.61;17513.08;17585.38;17497.85;00.06;00.06;00.00;
01.09.2017;8944.65;8941.62;8949.28;8917.24;8937.09;8942.16;17671.51;17665.51;17680.64;17617.35;00.06;00.06;00.00;
31.08.2017;8890.93;8925.45;8940.56;8867.47;8920.89;8926.24;17565.37;17633.57;17663.43;17519.02;00.06;00.06;00.06;
30.08.2017;8872.95;8851.26;8876.72;8827.43;8848.21;8853.43;17529.85;17486.99;17537.29;17439.92;00.06;00.06;00.00;
29.08.2017;8802.84;8814.54;8832.73;8752.21;8814.12;8820.33;17391.34;17414.46;17450.39;17291.31;00.07;00.06;00.00;
28.08.2017;8875.49;8864.23;8894.32;8856.66;8861.15;8866.25;17534.86;17512.62;17572.06;17497.66;00.06;00.06;00.00;
25.08.2017;8935.22;8906.18;8961.98;8904.88;8904.28;8909.46;17652.87;17595.51;17705.73;17592.94;00.06;00.06;00.00;
24.08.2017;8968.77;8943.04;8980.77;8933.34;8942.50;8948.24;17719.15;17668.33;17742.85;17649.17;00.06;00.06;00.00;
23.08.2017;8954.88;8958.49;8964.25;8916.89;8954.21;8959.35;17691.71;17698.85;17710.23;17616.67;00.06;00.06;00.00;
22.08.2017;8944.43;8963.83;8972.91;8918.86;8961.37;8966.47;17671.06;17709.40;17727.33;17620.55;00.06;00.06;00.00;
21.08.2017;8866.20;8883.78;8934.73;8856.61;8879.91;8884.94;17516.51;17551.24;17651.91;17497.57;00.06;00.06;00.00;
18.08.2017;8876.62;8874.35;8885.27;8850.19;8872.43;8877.57;17537.09;17532.61;17554.20;17484.88;00.06;00.06;00.00;
17.08.2017;8958.69;8945.40;9003.19;8942.78;8943.36;8948.42;17699.25;17672.99;17787.16;17667.81;00.06;00.06;00.00;
16.08.2017;9038.46;9037.92;9070.30;9035.78;9036.16;9041.23;17856.83;17855.78;17919.75;17851.54;00.06;00.06;00.00;
15.08.2017;9051.50;9012.52;9067.18;8991.54;9009.42;9014.74;17882.60;17805.60;17913.58;17764.15;00.06;00.06;00.00;
14.08.2017;8941.34;9031.27;9039.82;8934.28;9028.76;9033.75;17664.96;17842.63;17859.52;17651.02;00.06;00.06;00.00;
11.08.2017;8905.38;8884.04;8920.53;8863.36;8881.89;8887.02;17593.92;17551.76;17623.84;17510.90;00.06;00.06;00.00;
10.08.2017;9033.34;8949.86;9045.06;8947.84;8946.00;8951.64;17846.73;17681.79;17869.88;17677.80;00.06;00.06;00.00;
09.08.2017;9084.58;9027.15;9089.60;9005.86;9024.50;9029.48;17947.95;17834.49;17957.88;17792.44;00.06;00.06;00.00;
08.08.2017;9147.15;9162.33;9189.52;9140.23;9161.62;9166.90;18071.57;18101.56;18155.29;18057.91;00.06;00.06;00.00;
07.08.2017;9187.94;9155.13;9198.45;9140.91;9152.79;9159.10;18152.16;18087.34;18172.93;18059.25;00.07;00.06;00.00;
04.08.2017;9122.78;9176.99;9187.04;9110.86;9175.81;9181.04;18023.43;18130.52;18150.39;17999.87;00.06;00.06;00.00;
03.08.2017;9118.76;9136.61;9159.23;9092.19;9135.19;9140.34;18015.49;18050.75;18095.43;17962.98;00.06;00.06;00.00;
02.08.2017;9088.14;9122.68;9142.62;9073.29;9118.78;9123.82;17954.99;18023.23;18062.63;17925.66;00.06;00.06;00.00;
31.07.2017;9026.81;9055.00;9101.81;9023.12;9050.98;9056.68;17833.83;17889.51;17982.00;17826.54;00.06;00.06;00.06;
28.07.2017;8990.84;9019.31;9042.35;8955.28;9014.79;9019.90;17762.75;17819.00;17864.52;17692.50;00.06;00.06;00.00;
27.07.2017;8983.04;9017.79;9061.83;8968.81;9014.05;9019.22;17747.35;17815.99;17903.01;17719.23;00.06;00.06;00.00;
26.07.2017;8965.79;8990.34;9023.15;8961.57;8988.84;8994.04;17713.28;17761.78;17826.59;17704.94;00.06;00.06;00.00;
25.07.2017;8920.59;8937.90;8987.15;8912.20;8936.56;8942.37;17623.98;17658.16;17755.47;17607.40;00.07;00.06;00.00;
24.07.2017;8949.97;8898.23;8950.58;8887.07;8896.76;8902.12;17682.01;17579.79;17683.21;17557.75;00.06;00.06;00.00;
21.07.2017;9031.46;8938.68;9049.88;8935.50;8937.52;8942.80;17843.01;17659.71;17879.40;17653.43;00.06;00.06;00.00;
20.07.2017;9061.07;9027.37;9077.44;8992.12;9022.47;9028.60;17901.50;17834.93;17933.84;17765.29;00.07;00.06;00.00;
19.07.2017;9019.04;9024.32;9046.41;8990.43;9022.38;9027.88;17815.85;17826.28;17869.92;17759.35;00.06;00.06;00.00;
18.07.2017;9044.49;8977.98;9086.06;8966.95;8973.85;8979.07;17866.14;17734.75;17948.24;17712.96;00.06;00.06;00.00;
17.07.2017;9041.43;9038.65;9052.64;8998.49;9035.36;9040.79;17860.08;17854.60;17882.24;17775.26;00.06;00.06;00.00;
14.07.2017;9020.36;9034.57;9046.59;8998.90;9031.31;9036.73;17818.46;17846.54;17870.28;17776.08;00.06;00.06;00.00;
13.07.2017;9027.46;9003.57;9050.48;8997.36;9000.29;9005.45;17832.49;17785.31;17877.97;17773.03;00.06;00.06;00.00;
12.07.2017;8885.58;9015.60;9024.05;8884.70;9011.72;9016.69;17552.23;17809.07;17825.75;17550.48;00.06;00.06;00.00;
11.07.2017;8943.98;8874.07;8952.15;8874.07;8872.11;8877.61;17667.59;17529.50;17683.73;17529.50;00.06;00.06;00.00;
10.07.2017;8928.76;8943.84;8958.00;8906.43;8940.06;8945.87;17637.52;17667.31;17695.29;17593.42;00.06;00.06;00.00;
07.07.2017;8873.21;8883.27;8891.46;8850.44;8880.51;8885.68;17527.78;17547.67;17563.84;17482.81;00.06;00.06;00.00;
06.07.2017;8945.39;8886.95;8949.14;8835.12;8884.11;8889.06;17670.37;17554.93;17677.78;17452.56;00.06;00.06;00.00;
05.07.2017;8926.06;8954.10;8959.36;8908.85;8949.63;8954.86;17632.19;17687.57;17697.98;17598.20;00.06;00.06;00.00;
04.07.2017;8979.84;8971.40;9010.57;8966.71;8970.51;8977.34;17738.42;17721.75;17799.14;17712.49;00.08;00.06;00.00;
03.07.2017;8944.90;9009.81;9027.42;8943.58;9008.34;9013.36;17669.40;17797.63;17832.42;17666.80;00.06;00.06;00.00;
30.06.2017;8930.30;8906.89;8998.48;8902.57;8903.29;8908.67;17640.57;17594.31;17775.25;17585.79;00.06;00.06;00.06;
29.06.2017;9101.27;8944.04;9111.78;8943.36;8941.81;8946.91;17978.28;17667.72;17999.05;17666.36;00.06;00.06;00.00;
28.06.2017;9069.62;9076.73;9085.36;9040.33;9072.67;9077.75;17915.78;17929.81;17946.87;17857.91;00.06;00.06;00.00;
27.06.2017;9100.47;9072.92;9112.43;9044.15;9071.81;9076.87;17976.72;17922.29;18000.34;17865.46;00.06;00.06;00.00;
26.06.2017;9125.51;9121.22;9148.61;9099.91;9118.32;9123.39;18026.17;18017.70;18071.81;17975.60;00.06;00.06;00.00;
23.06.2017;9041.51;9032.89;9047.64;8989.84;9031.26;9036.57;17860.25;17843.21;17872.34;17758.18;00.06;00.06;00.00;
22.06.2017;9025.91;9051.27;9051.27;8982.88;9048.08;9053.19;17829.43;17879.53;17879.53;17744.42;00.06;00.06;00.00;
21.06.2017;8993.41;8985.61;8996.57;8932.41;8983.99;8989.08;17765.22;17749.83;17771.47;17644.74;00.06;00.06;00.00;
20.06.2017;9057.97;9023.55;9066.62;9018.27;9020.78;9027.77;17892.75;17824.76;17909.84;17814.33;00.08;00.06;00.00;
19.06.2017;9014.34;9030.30;9036.18;8972.27;9024.97;9031.34;17806.58;17838.10;17849.71;17723.47;00.07;00.06;00.00;
16.06.2017;8903.14;8963.29;8963.29;8902.77;8958.21;8964.57;17586.91;17705.73;17705.73;17586.19;00.07;00.06;00.00;
15.06.2017;8854.52;8853.01;8856.82;8778.45;8850.38;8855.49;17490.87;17487.90;17495.41;17340.61;00.06;00.06;00.00;
14.06.2017;8877.06;8849.40;8917.50;8849.40;8847.83;8853.28;17535.40;17480.75;17615.28;17480.75;00.06;00.06;00.00;
13.06.2017;8835.34;8867.07;8879.25;8824.47;8864.86;8869.87;17452.99;17515.65;17539.72;17431.51;00.06;00.06;00.00;
12.06.2017;8812.93;8807.85;8833.36;8791.21;8805.20;8810.39;17408.71;17398.69;17449.08;17365.81;00.06;00.06;00.00;
09.06.2017;8826.82;8845.85;8875.88;8806.91;8842.28;8847.45;17436.16;17473.75;17533.07;17396.83;00.06;00.06;00.00;
08.06.2017;8884.67;8811.62;8890.87;8811.31;8810.49;8815.37;17550.42;17406.13;17562.67;17405.52;00.06;00.06;00.00;
07.06.2017;8902.46;8876.73;8943.30;8876.73;8875.58;8880.77;17585.57;17534.75;17666.25;17534.75;00.06;00.06;00.00;
06.06.2017;8956.64;8908.27;8985.77;8902.90;8905.33;8910.34;17692.60;17597.05;17750.15;17586.45;00.06;00.06;00.00;
02.06.2017;9071.13;9043.96;9088.91;9011.67;9042.18;9047.16;17918.75;17865.08;17953.88;17801.30;00.06;00.06;00.00;
01.06.2017;9008.91;9024.92;9074.63;9008.91;9023.19;9028.17;17795.86;17827.47;17925.66;17795.86;00.06;00.06;00.00;
31.05.2017;9010.58;9016.64;9076.47;9006.87;9013.92;9019.52;17799.15;17811.11;17929.31;17791.83;00.06;00.06;00.06;
30.05.2017;8999.62;9007.54;9026.40;8973.12;9004.63;9009.68;17777.49;17793.14;17830.39;17725.16;00.06;00.06;00.00;
29.05.2017;9017.76;9031.96;9047.62;9001.79;9030.79;9036.96;17813.33;17841.39;17872.31;17781.78;00.07;00.06;00.00;
26.05.2017;9017.73;9042.03;9059.05;9011.93;9039.71;9044.96;17813.27;17861.27;17894.89;17801.82;00.06;00.06;00.00;
24.05.2017;9041.95;9035.09;9069.18;9027.84;9031.71;9037.14;17857.60;17844.06;17911.38;17829.73;00.06;00.06;00.00;
23.05.2017;9065.05;9061.76;9082.60;9038.21;9059.72;9065.22;17903.23;17896.72;17937.89;17850.21;00.06;00.06;00.00;
22.05.2017;9043.60;9084.78;9094.68;9019.36;9081.82;9086.82;17860.85;17942.20;17961.75;17812.99;00.05;00.06;00.00;
19.05.2017;8964.62;9022.51;9025.81;8964.00;9019.88;9025.05;17704.88;17819.21;17825.72;17703.65;00.06;00.06;00.00;
18.05.2017;8955.13;8938.37;8968.38;8897.40;8935.33;8940.39;17686.13;17653.03;17712.30;17572.12;00.06;00.06;00.00;
17.05.2017;9066.64;9001.60;9108.64;8978.71;8997.29;9002.36;17906.36;17777.92;17989.31;17732.71;00.06;00.06;00.00;
16.05.2017;9085.46;9127.61;9136.95;9081.59;9124.40;9129.50;17943.54;18026.78;18045.23;17935.89;00.06;00.06;00.00;
15.05.2017;9122.25;9108.25;9134.36;9079.01;9106.66;9111.83;18016.20;17988.54;18040.10;17930.80;00.06;00.06;00.00;
12.05.2017;9061.19;9123.41;9123.41;9058.10;9120.62;9125.92;17895.61;18018.48;18018.48;17889.49;00.06;00.05;00.00;
11.05.2017;9090.92;9064.88;9117.82;9061.16;9063.65;9068.83;17954.31;17902.90;18007.44;17895.54;00.06;00.05;00.00;
10.05.2017;9062.38;9089.80;9090.69;9041.35;9086.07;9091.82;17897.94;17952.10;17953.87;17856.41;00.06;00.05;00.00;
09.05.2017;9037.85;9113.83;9121.10;9037.85;9110.13;9115.14;17849.50;17999.57;18013.92;17849.50;00.05;00.05;00.00;
08.05.2017;9002.26;9039.61;9043.82;8988.61;9037.60;9043.03;17756.53;17830.21;17838.50;17729.60;00.06;00.06;00.00;
05.05.2017;8941.82;9016.66;9016.96;8936.06;9013.47;9018.61;17586.42;17733.62;17734.21;17575.09;00.06;00.06;00.00;
04.05.2017;8912.90;8980.02;8980.02;8911.72;8973.73;8980.83;17529.54;17661.55;17661.55;17527.21;00.08;00.06;00.00;
03.05.2017;8863.15;8891.89;8899.45;8853.79;8888.32;8893.43;17431.70;17488.22;17503.09;17413.29;00.06;00.06;00.00;
02.05.2017;8834.28;8868.56;8868.56;8830.79;8865.51;8870.65;17374.92;17442.33;17442.33;17368.05;00.06;00.06;00.00;
28.04.2017;8835.97;8812.67;8837.17;8793.12;8810.21;8815.20;17378.24;17332.41;17380.60;17293.96;00.06;00.06;00.06;
27.04.2017;8789.49;8844.78;8853.96;8789.49;8842.59;8847.70;17282.70;17391.41;17409.46;17282.70;00.06;00.06;00.00;
26.04.2017;8773.14;8830.29;8837.34;8769.04;8827.42;8833.43;17244.87;17357.20;17371.07;17236.82;00.07;00.06;00.00;
25.04.2017;8718.23;8775.24;8787.37;8716.37;8774.28;8779.16;17136.93;17249.00;17272.84;17133.28;00.06;00.06;00.00;
24.04.2017;8659.09;8711.32;8713.16;8652.59;8707.46;8712.24;16995.42;17097.94;17101.54;16982.66;00.05;00.06;00.00;
21.04.2017;8559.55;8553.99;8573.49;8537.87;8552.29;8557.47;16800.05;16789.13;16827.41;16757.50;00.06;00.06;00.00;
20.04.2017;8518.58;8557.87;8574.60;8515.88;8554.00;8558.94;16719.63;16796.76;16829.58;16714.35;00.06;00.06;00.00;
19.04.2017;8522.27;8532.27;8533.42;8491.61;8527.95;8534.99;16726.87;16746.51;16748.77;16666.71;00.08;00.06;00.00;
18.04.2017;8635.47;8529.28;8643.15;8524.19;8527.33;8532.39;16925.89;16717.76;16940.94;16707.77;00.06;00.06;00.00;
13.04.2017;8639.59;8629.02;8646.28;8615.62;8626.82;8631.52;16929.63;16908.92;16942.74;16882.66;00.05;00.06;00.00;
12.04.2017;8654.96;8663.77;8691.59;8640.31;8660.98;8666.02;16959.75;16977.01;17031.54;16931.04;00.06;00.06;00.00;
11.04.2017;8580.82;8641.55;8648.84;8578.80;8637.15;8641.94;16814.47;16933.48;16947.75;16810.51;00.06;00.06;00.00;
10.04.2017;8627.98;8616.68;8631.06;8581.52;8613.85;8618.99;16906.88;16884.74;16912.92;16815.84;00.06;00.06;00.00;
07.04.2017;8607.87;8640.91;8646.47;8590.58;8639.91;8644.82;16752.47;16816.76;16827.59;16718.81;00.06;00.06;00.00;
06.04.2017;8601.89;8638.37;8651.47;8579.00;8636.86;8641.75;16734.92;16805.89;16831.38;16690.39;00.06;00.06;00.00;
05.04.2017;8636.31;8640.51;8670.16;8625.42;8640.15;8644.83;16801.87;16810.06;16867.74;16780.70;00.05;00.06;00.00;
04.04.2017;8631.89;8646.99;8657.79;8610.06;8645.18;8651.01;16784.35;16813.70;16834.71;16741.90;00.07;00.06;00.00;
03.04.2017;8669.50;8633.86;8698.05;8632.97;8632.93;8638.47;16857.47;16788.18;16912.99;16786.45;00.06;00.06;00.00;
31.03.2017;8647.23;8658.89;8673.84;8642.35;8657.91;8662.66;16814.18;16836.84;16865.91;16804.69;00.05;00.06;00.06;
30.03.2017;8676.18;8704.39;8710.26;8661.60;8704.07;8708.86;16829.59;16884.31;16895.70;16801.31;00.05;00.06;00.00;
29.03.2017;8635.80;8661.53;8673.08;8601.54;8660.60;8665.41;16751.28;16801.17;16823.58;16684.81;00.06;00.06;00.00;
28.03.2017;8610.19;8597.02;8629.24;8568.18;8596.65;8602.79;16701.58;16676.04;16738.54;16620.10;00.07;00.06;00.00;
27.03.2017;8546.34;8594.54;8594.54;8519.26;8591.60;8596.61;16577.74;16671.24;16671.24;16525.21;00.06;00.06;00.00;
24.03.2017;8618.20;8613.64;8636.42;8593.72;8611.12;8615.96;16710.02;16701.17;16745.33;16662.55;00.06;00.06;00.00;
