SMI-Family
ISIN;CH0009980894;;;;;;CH0000222130;;;;CH0004147150;CH0004147192;CH0004147242
SYMBOL;SMI ;;;;;;SMIC;;;;SSPRC;SSPRA;SSPRM
NAME;SMI®;;;;;;SMIC;;;;SMI® Current;SMI® Daily;SMI® Monthly
;Price-Index;;;;;;Total-Return;;;;Spread %;aver. Sp. %;aver. Sp. %
YTDPerf.%;-7.200;-7.700;-7.020;-7.460;-7.660;-7.680;-3.990;-4.500;-3.800;-4.260;-50.000;-33.340;-100.000;
Date;Open;Close;High;Low;Bid;Ask;  Open  ; Close  ; High   ;  Low   ;Close;Close;Close
30.12.2009;6606.14;6545.91;6609.73;6530.90;6541.48;6547.25;10105.05;10012.92;10110.53;9989.96;00.09;00.10;00.09;
29.12.2009;6601.24;6608.52;6615.55;6586.81;6603.63;6609.21;10097.55;10108.68;10119.44;10075.47;00.08;00.10;                                            ;
28.12.2009;6603.41;6591.01;6606.05;6582.60;6589.11;6596.73;10100.86;10081.90;10104.91;10069.03;00.12;00.10;                                            ;
23.12.2009;6608.60;6579.99;6608.60;6556.37;6576.11;6581.72;10108.81;10065.04;10108.81;10028.92;00.09;00.10;                                            ;
22.12.2009;6526.74;6582.90;6592.01;6526.68;6577.19;6584.91;9983.58;10069.50;10083.43;9983.50;00.12;00.10;                                              ;
21.12.2009;6492.99;6504.44;6526.10;6472.82;6503.95;6509.19;9931.97;9949.47;9982.62;9901.10;00.08;00.10;                                                ;
18.12.2009;6516.97;6464.32;6532.48;6463.96;6463.60;6467.41;9968.64;9888.12;9992.38;9887.56;00.06;00.08;                                                ;
17.12.2009;6500.77;6489.23;6539.52;6476.05;6488.20;6492.59;9943.86;9926.22;10003.13;9906.05;00.07;00.08;                                               ;
16.12.2009;6436.99;6532.32;6532.32;6435.61;6528.37;6532.75;9846.31;9992.12;9992.12;9844.20;00.07;00.09;                                                ;
15.12.2009;6452.35;6439.40;6460.17;6422.07;6439.01;6442.84;9869.79;9849.99;9881.76;9823.48;00.06;00.08;                                                ;
14.12.2009;6462.11;6433.09;6465.31;6411.76;6430.30;6434.13;9884.74;9840.34;9889.63;9807.72;00.06;00.09;                                                ;
11.12.2009;6440.52;6411.58;6457.41;6411.58;6409.43;6414.74;9851.71;9807.44;9877.54;9807.44;00.08;00.10;                                                ;
10.12.2009;6360.51;6410.64;6435.01;6350.92;6409.17;6413.31;9729.32;9806.00;9843.27;9714.65;00.06;00.08;                                                ;
09.12.2009;6372.68;6351.71;6411.68;6331.83;6350.14;6355.18;9747.94;9715.86;9807.59;9685.45;00.08;00.09;                                                ;
08.12.2009;6457.06;6399.74;6506.78;6372.81;6397.55;6402.49;9877.00;9789.32;9953.06;9748.14;00.08;00.09;                                                ;
07.12.2009;6481.73;6470.61;6496.61;6446.03;6468.83;6473.07;9914.73;9897.73;9937.50;9860.14;00.07;00.09;                                                ;
04.12.2009;6412.61;6501.16;6521.12;6397.06;6499.16;6503.12;9809.01;9944.47;9975.00;9785.23;00.06;00.09;                                                ;
03.12.2009;6423.71;6444.08;6482.08;6417.15;6441.71;6445.60;9826.00;9857.15;9915.28;9815.95;00.06;00.08;                                                ;
02.12.2009;6370.87;6386.54;6422.73;6364.65;6384.42;6388.65;9745.16;9769.14;9824.50;9735.66;00.07;00.08;                                                ;
01.12.2009;6308.17;6372.08;6380.90;6308.17;6368.77;6372.73;9649.25;9747.02;9760.51;9649.25;00.06;00.08;                                                ;
30.11.2009;6359.86;6260.95;6364.25;6260.95;6258.33;6263.36;9728.33;9577.03;9735.03;9577.03;00.08;00.09;00.09;
27.11.2009;6182.94;6336.66;6365.29;6179.34;6333.51;6338.21;9457.69;9692.83;9736.63;9452.19;00.07;00.10;                                                ;
26.11.2009;6391.59;6283.38;6394.40;6262.73;6280.21;6284.39;9776.86;9611.33;9781.16;9579.74;00.07;00.09;                                                ;
25.11.2009;6440.59;6422.20;6445.17;6397.38;6421.10;6425.22;9851.82;9823.68;9858.82;9785.72;00.06;00.08;                                                ;
24.11.2009;6371.57;6397.53;6437.95;6366.33;6395.82;6399.86;9746.23;9785.95;9847.77;9738.23;00.06;00.08;                                                ;
23.11.2009;6321.25;6410.24;6429.28;6319.68;6408.14;6412.95;9669.26;9805.39;9834.51;9666.87;00.07;00.08;                                                ;
20.11.2009;6298.10;6277.46;6318.88;6233.44;6276.02;6280.08;9633.85;9602.28;9665.64;9534.95;00.06;00.08;                                                ;
19.11.2009;6347.45;6286.81;6353.06;6274.24;6284.39;6288.67;9709.34;9616.58;9717.92;9597.36;00.07;00.09;                                                ;
18.11.2009;6399.46;6368.97;6432.65;6368.97;6367.55;6372.17;9788.89;9742.25;9839.67;9742.25;00.07;00.08;                                                ;
17.11.2009;6409.95;6376.40;6423.24;6367.78;6375.14;6379.11;9804.94;9753.63;9825.27;9740.44;00.06;00.08;                                                ;
16.11.2009;6385.66;6422.81;6434.91;6384.05;6422.47;6426.29;9767.79;9824.62;9843.13;9765.33;00.06;00.08;                                                ;
13.11.2009;6330.86;6351.08;6356.54;6296.78;6348.75;6352.61;9683.96;9714.89;9723.24;9631.83;00.06;00.08;                                                ;
12.11.2009;6348.91;6355.76;6378.08;6332.05;6352.28;6357.97;9711.58;9722.06;9756.19;9685.79;00.09;00.09;                                                ;
11.11.2009;6415.56;6374.70;6423.17;6356.60;6373.45;6377.86;9813.53;9751.02;9825.17;9723.34;00.07;00.08;                                                ;
10.11.2009;6392.70;6369.10;6399.42;6360.77;6368.05;6371.75;9778.55;9742.45;9788.84;9729.72;00.06;00.08;                                                ;
09.11.2009;6352.01;6385.14;6391.43;6341.86;6382.27;6386.73;9716.31;9766.99;9776.62;9700.78;00.07;00.09;                                                ;
06.11.2009;6286.61;6293.61;6317.10;6229.04;6291.13;6295.38;9616.27;9626.99;9662.91;9528.22;00.07;00.09;                                                ;
05.11.2009;6204.30;6285.21;6306.64;6195.73;6283.16;6287.70;9490.37;9614.13;9646.92;9477.26;00.07;00.09;                                                ;
04.11.2009;6238.39;6267.11;6280.75;6220.01;6265.59;6270.14;9542.51;9586.44;9607.31;9514.40;00.07;00.09;                                                ;
03.11.2009;6229.04;6213.35;6236.00;6146.09;6212.36;6217.50;9528.22;9504.22;9538.87;9401.33;00.08;00.10;                                                ;
02.11.2009;6256.44;6291.22;6312.51;6231.81;6289.24;6294.09;9570.13;9623.33;9655.89;9532.46;00.08;00.10;                                                ;
30.10.2009;6365.61;6285.76;6395.17;6275.62;6283.41;6287.40;9737.11;9614.98;9782.34;9599.47;00.06;00.10;00.10;
29.10.2009;6234.10;6351.27;6357.38;6222.47;6347.57;6352.06;9535.95;9715.19;9724.53;9518.16;00.07;00.10;                                                ;
28.10.2009;6353.43;6279.94;6357.65;6268.75;6278.52;6283.34;9718.48;9606.08;9724.94;9588.95;00.08;00.09;                                                ;
27.10.2009;6318.29;6367.97;6393.87;6296.38;6365.06;6369.48;9664.73;9740.73;9780.35;9631.23;00.07;00.09;                                                ;
26.10.2009;6405.36;6303.35;6409.58;6291.65;6301.97;6307.47;9797.92;9641.88;9804.38;9623.99;00.09;00.09;                                                ;
23.10.2009;6454.75;6378.06;6473.65;6371.82;6375.93;6381.21;9873.47;9756.16;9902.38;9746.61;00.08;00.10;                                                ;
22.10.2009;6370.56;6405.91;6440.44;6332.54;6403.69;6408.26;9744.69;9798.76;9851.59;9686.54;00.07;00.11;                                                ;
21.10.2009;6427.42;6434.66;6458.67;6346.32;6433.05;6437.57;9831.67;9842.74;9879.47;9707.62;00.07;00.10;                                                ;
20.10.2009;6448.02;6427.29;6467.26;6407.99;6425.35;6430.61;9863.17;9831.47;9892.60;9801.95;00.08;00.10;                                                ;
19.10.2009;6382.53;6436.37;6444.48;6380.17;6433.23;6439.15;9763.00;9845.36;9857.76;9759.40;00.09;00.10;                                                ;
16.10.2009;6415.18;6345.26;6434.28;6310.73;6342.52;6347.71;9812.95;9706.00;9842.17;9653.16;00.08;00.10;                                                ;
15.10.2009;6400.34;6383.19;6413.76;6361.83;6379.80;6385.00;9790.25;9764.00;9810.77;9731.33;00.08;00.10;                                                ;
14.10.2009;6372.12;6405.92;6424.85;6359.33;6400.87;6406.41;9747.08;9798.78;9827.73;9727.51;00.09;00.10;                                                ;
13.10.2009;6374.91;6321.26;6389.29;6309.61;6319.40;6324.01;9751.35;9669.29;9773.33;9651.46;00.07;00.10;                                                ;
12.10.2009;6313.78;6377.78;6404.17;6309.96;6374.82;6379.97;9657.83;9755.74;9796.10;9652.00;00.08;00.09;                                                ;
09.10.2009;6294.27;6291.64;6329.78;6271.43;6288.52;6293.23;9628.00;9623.98;9682.31;9593.05;00.07;00.10;                                                ;
08.10.2009;6317.70;6305.80;6330.37;6271.62;6301.02;6306.33;9663.83;9645.64;9683.21;9593.35;00.08;00.10;                                                ;
07.10.2009;6254.26;6260.15;6296.74;6244.40;6257.47;6264.42;9566.80;9575.80;9631.78;9551.71;00.11;00.10;                                                ;
06.10.2009;6201.16;6277.16;6293.34;6174.47;6273.99;6280.54;9485.57;9601.83;9626.58;9444.74;00.10;00.09;                                                ;
05.10.2009;6139.29;6162.90;6189.98;6126.74;6162.90;6167.59;9390.94;9427.04;9468.46;9371.73;00.08;00.10;                                                ;
02.10.2009;6210.41;6150.17;6217.20;6108.31;6149.16;6153.73;9499.71;9407.57;9510.11;9343.55;00.07;00.10;                                                ;
01.10.2009;6332.82;6255.17;6367.17;6240.38;6251.00;6255.57;9686.96;9568.19;9739.51;9545.56;00.07;00.10;                                                ;
30.09.2009;6319.84;6323.18;6356.70;6275.22;6318.71;6323.73;9667.11;9672.22;9723.48;9598.85;00.08;00.09;00.09;
29.09.2009;6306.47;6316.72;6330.99;6266.73;6313.46;6319.19;9646.66;9662.34;9684.16;9585.87;00.09;00.10;                                                ;
28.09.2009;6208.13;6289.27;6292.65;6161.96;6287.02;6291.35;9496.24;9620.35;9625.51;9425.60;00.07;00.10;                                                ;
25.09.2009;6271.83;6236.91;6274.47;6211.98;6234.40;6239.33;9593.66;9540.25;9597.71;9502.12;00.08;00.10;                                                ;
24.09.2009;6313.60;6275.44;6352.00;6258.86;6273.03;6277.70;9657.56;9599.19;9716.30;9573.83;00.07;00.09;                                                ;
23.09.2009;6340.42;6349.83;6385.08;6337.08;6347.03;6351.53;9698.59;9712.98;9766.90;9693.48;00.07;00.09;                                                ;
22.09.2009;6322.62;6340.72;6394.65;6322.05;6337.48;6342.06;9671.36;9699.04;9781.54;9670.48;00.07;00.09;                                                ;
21.09.2009;6320.34;6306.23;6329.77;6273.37;6303.68;6309.06;9667.87;9646.29;9682.29;9596.03;00.09;00.09;                                                ;
18.09.2009;6310.58;6325.15;6355.63;6304.57;6321.37;6328.37;9652.94;9675.23;9721.85;9643.75;00.11;00.09;                                                ;
17.09.2009;6345.59;6317.72;6347.30;6299.52;6315.96;6319.78;9706.50;9663.87;9709.11;9636.02;00.06;00.09;                                                ;
16.09.2009;6224.19;6299.91;6319.44;6224.19;6296.86;6301.25;9520.80;9636.62;9666.49;9520.80;00.07;00.08;                                                ;
15.09.2009;6226.37;6213.19;6236.94;6192.93;6211.20;6214.88;9524.14;9503.97;9540.29;9472.98;00.06;00.08;                                                ;
14.09.2009;6186.76;6225.64;6230.85;6159.35;6223.55;6227.19;9463.53;9523.01;9530.98;9421.61;00.06;00.09;                                                ;
11.09.2009;6227.69;6232.99;6241.14;6203.43;6229.86;6234.35;9524.16;9532.27;9544.74;9487.06;00.07;00.08;                                                ;
10.09.2009;6233.53;6208.43;6236.22;6174.86;6207.12;6211.36;9533.09;9494.70;9537.21;9443.36;00.07;00.08;                                                ;
09.09.2009;6170.96;6202.04;6202.04;6152.60;6199.11;6203.24;9437.41;9484.94;9484.94;9409.32;00.07;00.08;                                                ;
08.09.2009;6202.60;6194.72;6214.11;6164.35;6191.19;6195.30;9485.79;9473.75;9503.40;9427.30;00.07;00.08;                                                ;
07.09.2009;6170.82;6181.97;6193.51;6155.75;6178.56;6183.00;9437.19;9454.24;9471.88;9414.14;00.07;00.08;                                                ;
04.09.2009;6099.53;6119.07;6131.32;6086.87;6115.28;6120.05;9328.17;9358.05;9376.78;9308.81;00.08;00.09;                                                ;
03.09.2009;6095.62;6073.72;6100.64;6048.62;6071.40;6075.92;9322.18;9288.70;9329.87;9250.30;00.07;00.08;                                                ;
02.09.2009;6106.38;6089.24;6121.15;6036.10;6087.29;6091.18;9338.64;9312.42;9361.24;9231.17;00.06;00.09                                                  ;
01.09.2009;6249.76;6128.17;6251.84;6123.36;6125.08;6128.58;9557.92;9371.97;9561.10;9364.61;00.06;00.08;                                                ;
31.08.2009;6173.29;6217.12;6223.25;6165.11;6213.27;6219.27;9440.97;9508.00;9517.37;9428.45;00.10;00.08;00.08;
28.08.2009;6203.49;6211.58;6262.29;6188.16;6207.67;6214.60;9487.15;9499.53;9577.08;9463.71;00.11;00.08;                                                ;
27.08.2009;6165.67;6169.19;6189.01;6131.37;6167.40;6171.08;9429.31;9434.69;9465.02;9376.86;00.06;00.08;                                                ;
26.08.2009;6187.76;6176.97;6216.91;6162.48;6175.87;6179.70;9463.10;9446.60;9507.68;9424.43;00.06;00.08;                                                ;
25.08.2009;6153.35;6200.85;6222.27;6145.69;6199.26;6202.91;9410.47;9483.12;9515.88;9398.76;00.06;00.08;                                                ;
24.08.2009;6175.53;6194.39;6205.08;6152.85;6191.05;6194.75;9444.39;9473.24;9489.58;9409.71;00.06;00.08;                                                ;
21.08.2009;6036.07;6139.80;6149.57;6034.81;6136.69;6141.05;9231.12;9389.76;9404.69;9229.19;00.07;00.08;                                                ;
20.08.2009;6019.51;6032.05;6067.64;6016.91;6031.49;6034.87;9205.79;9224.97;9279.39;9201.81;00.06;00.08;                                                ;
19.08.2009;5920.55;5980.79;5988.98;5897.73;5978.79;5982.58;9054.44;9146.57;9159.10;9019.55;00.06;00.08;                                                ;
18.08.2009;5905.59;5953.75;5953.75;5883.84;5949.38;5954.68;9031.56;9105.23;9105.23;8998.31;00.09;00.08;                                                ;
17.08.2009;5938.42;5883.70;5945.35;5860.77;5883.12;5887.74;9081.77;8998.10;9092.38;8963.02;00.08;00.09;                                                ;
14.08.2009;6002.90;5985.30;6040.13;5955.88;5982.00;5985.77;9180.39;9153.47;9237.32;9108.48;00.06;00.08;                                                ;
13.08.2009;5968.85;5986.72;6014.11;5965.04;5985.77;5990.30;9128.32;9155.64;9197.52;9122.49;00.08;00.09;                                                ;
12.08.2009;5919.17;5962.49;5966.49;5873.51;5960.07;5963.90;9052.34;9118.58;9124.70;8982.51;00.06;00.08;                                                ;
11.08.2009;6003.45;5949.98;6016.82;5939.11;5947.79;5952.72;9181.23;9099.45;9201.67;9082.83;00.08;00.08;                                                ;
10.08.2009;5998.66;6007.55;6015.72;5984.93;6005.60;6011.59;9173.89;9187.50;9199.99;9152.91;00.10;00.08;                                                ;
07.08.2009;5933.70;6026.41;6026.75;5902.92;6021.05;6027.30;9074.56;9216.33;9216.86;9027.48;00.10;00.09;                                                ;
06.08.2009;5959.29;5968.08;6000.15;5940.29;5966.60;5970.90;9113.70;9127.14;9176.19;9084.64;00.07;00.08;                                                ;
05.08.2009;5927.70;5911.91;5959.26;5893.19;5909.35;5913.64;9065.37;9041.24;9113.65;9012.60;00.07;00.08;                                                ;
04.08.2009;5964.43;5939.78;5978.10;5896.86;5937.84;5941.24;9121.55;9083.85;9142.45;9018.22;00.06;00.08;                                                ;
03.08.2009;5954.66;5967.43;6002.24;5952.52;5965.23;5969.12;9106.61;9126.14;9179.38;9103.35;00.07;00.08;                                                ;
31.07.2009;5912.76;5950.69;5978.04;5910.51;5946.99;5951.44;9042.54;9100.53;9142.36;9039.08;00.07;00.09;00.09;
30.07.2009;5817.47;5932.62;5936.65;5814.81;5929.82;5934.31;8896.80;9072.91;9079.06;8892.73;00.08;00.08;                                                ;
29.07.2009;5756.70;5787.20;5811.72;5754.83;5785.71;5789.05;8803.87;8850.50;8888.02;8801.00;00.06;00.09;                                                ;
28.07.2009;5802.62;5762.80;5826.01;5749.72;5759.65;5763.87;8874.09;8813.20;8909.86;8793.19;00.07;00.08;                                                ;
27.07.2009;5803.02;5774.89;5807.84;5749.63;5772.46;5776.17;8874.70;8831.68;8882.07;8793.05;00.06;00.09;                                                ;
24.07.2009;5734.39;5760.90;5788.10;5723.14;5756.46;5761.12;8753.80;8794.26;8835.79;8736.62;00.08;00.09;                                                ;
23.07.2009;5666.55;5765.51;5765.51;5637.20;5762.40;5766.21;8650.24;8801.31;8801.31;8605.42;00.07;00.09;                                                ;
22.07.2009;5640.34;5637.02;5649.34;5604.23;5635.43;5638.74;8610.22;8605.15;8623.97;8555.10;00.06;00.09;                                                ;
21.07.2009;5632.58;5636.19;5677.31;5622.48;5632.96;5637.52;8598.37;8603.88;8666.66;8582.96;00.08;00.09;                                                ;
20.07.2009;5615.87;5627.93;5660.51;5604.37;5627.53;5632.61;8572.87;8591.29;8641.02;8555.32;00.09;00.09;                                                ;
17.07.2009;5578.40;5594.14;5601.66;5551.05;5590.52;5595.47;8515.67;8539.69;8551.18;8473.92;00.09;00.09;                                                ;
16.07.2009;5484.23;5538.57;5560.89;5473.66;5536.10;5540.57;8371.91;8454.87;8488.95;8355.77;00.08;00.09;                                                ;
15.07.2009;5389.00;5473.33;5473.79;5387.69;5469.21;5474.79;8226.54;8355.28;8355.97;8224.54;00.10;00.09;                                                ;
14.07.2009;5355.79;5365.05;5396.89;5330.16;5361.55;5365.85;8175.84;8189.98;8238.59;8136.72;00.08;00.09;                                                ;
13.07.2009;5222.54;5315.29;5315.78;5204.78;5312.53;5315.74;7972.44;8114.02;8114.77;7945.33;00.06;00.09;                                                ;
10.07.2009;5283.36;5237.81;5286.00;5230.02;5236.72;5239.86;8065.27;7995.75;8069.32;7983.86;00.06;00.09;                                                ;
09.07.2009;5318.00;5305.39;5346.79;5300.17;5304.45;5307.65;8118.16;8098.91;8162.10;8090.94;00.06;00.09;                                                ;
08.07.2009;5305.10;5289.39;5352.90;5289.39;5288.62;5292.72;8098.47;8074.49;8171.43;8074.49;00.08;00.08;                                                ;
07.07.2009;5366.05;5329.20;5396.91;5329.20;5327.55;5331.14;8191.51;8135.25;8238.62;8135.25;00.07;00.09;                                                ;
06.07.2009;5308.11;5354.15;5358.52;5280.87;5353.07;5356.68;8103.07;8173.35;8180.01;8061.48;00.07;00.09;                                                ;
03.07.2009;5370.14;5338.51;5372.86;5323.49;5336.41;5340.02;8197.75;8149.46;8201.91;8126.54;00.07;00.09;                                                ;
02.07.2009;5450.76;5355.23;5461.16;5353.52;5353.95;5358.17;8320.82;8174.99;8336.70;8172.38;00.08;00.09;                                                ;
01.07.2009;5431.14;5472.94;5480.82;5428.49;5468.72;5474.20;8290.88;8354.69;8366.71;8286.83;00.10;00.09;                                                ;
30.06.2009;5472.75;5403.97;5481.98;5387.66;5402.12;5406.18;8354.39;8249.40;8368.47;8224.49;00.08;00.09;00.09;
29.06.2009;5365.83;5443.45;5456.71;5364.18;5441.67;5445.20;8191.17;8309.66;8329.91;8188.66;00.06;00.09;                                                ;
26.06.2009;5407.78;5375.99;5428.93;5343.97;5373.45;5377.81;8255.20;8206.68;8287.50;8157.80;00.08;00.10;                                                ;
25.06.2009;5417.59;5361.30;5437.40;5314.07;5359.91;5363.37;8270.19;8184.25;8300.43;8112.15;00.06;00.09;                                                ;
24.06.2009;5338.79;5443.42;5453.29;5299.36;5439.34;5444.12;8149.89;8309.61;8324.68;8089.70;00.09;00.09;                                                ;
23.06.2009;5287.81;5321.31;5364.56;5286.10;5320.74;5324.72;8072.06;8123.22;8189.24;8069.47;00.07;00.08;                                                ;
22.06.2009;5406.00;5310.37;5420.39;5307.63;5308.95;5313.31;8252.50;8106.51;8274.46;8102.33;00.08;00.09;                                                ;
19.06.2009;5422.89;5421.59;5449.17;5402.60;5420.82;5424.53;8278.28;8276.29;8318.39;8247.30;00.07;00.08;                                                ;
18.06.2009;5321.33;5376.84;5385.55;5282.56;5375.19;5379.00;8123.24;8207.98;8221.27;8064.06;00.07;00.09;                                                ;
17.06.2009;5358.85;5302.29;5379.49;5269.46;5300.23;5303.57;8180.52;8094.18;8212.03;8044.06;00.06;00.08;                                                ;
16.06.2009;5394.66;5377.10;5426.80;5356.86;5376.33;5380.28;8235.18;8208.38;8284.24;8177.48;00.07;00.08;                                                ;
15.06.2009;5488.35;5400.15;5492.77;5400.15;5399.11;5403.17;8378.20;8243.56;8384.95;8243.56;00.08;00.08;                                                ;
12.06.2009;5488.90;5521.84;5532.51;5483.61;5519.27;5524.23;8379.05;8429.33;8445.62;8370.97;00.09;00.08;                                                ;
11.06.2009;5442.06;5483.85;5502.03;5442.06;5482.45;5486.55;8307.55;8371.34;8399.09;8307.55;00.07;00.09;                                                ;
10.06.2009;5435.70;5436.39;5475.84;5423.57;5433.81;5437.36;8297.84;8298.89;8359.11;8279.32;00.07;00.09;                                                ;
09.06.2009;5425.04;5388.67;5438.50;5373.55;5386.11;5390.29;8281.56;8226.04;8302.10;8202.97;00.08;00.09;                                                ;
08.06.2009;5407.44;5391.72;5421.17;5347.18;5389.02;5393.18;8254.69;8230.69;8275.65;8162.70;00.08;00.09;                                                ;
05.06.2009;5452.53;5398.90;5486.37;5398.90;5398.55;5402.87;8323.52;8241.65;8375.18;8241.65;00.08;00.10;                                                ;
04.06.2009;5390.76;5422.21;5442.91;5390.55;5421.26;5424.92;8229.23;8277.24;8308.84;8228.91;00.07;00.09;                                                ;
03.06.2009;5438.97;5384.71;5454.73;5366.22;5384.31;5387.52;8302.82;8219.99;8326.88;8191.77;00.06;00.10;                                                ;
02.06.2009;5440.63;5432.22;5447.48;5364.17;5428.82;5433.20;8305.36;8292.52;8315.82;8188.63;00.08;00.09;                                                ;
29.05.2009;5387.85;5349.74;5401.45;5339.97;5347.07;5353.40;8224.79;8166.60;8245.54;8151.70;00.12;00.09;00.10;
28.05.2009;5377.57;5350.59;5386.21;5311.77;5348.17;5352.87;8209.09;8167.91;8222.28;8108.65;00.09;00.10;                                                ;
27.05.2009;5451.57;5419.42;5463.11;5393.15;5416.24;5420.64;8322.06;8272.97;8339.68;8232.88;00.08;00.10;                                                ;
26.05.2009;5399.63;5431.27;5441.67;5345.72;5430.82;5435.89;8240.46;8288.74;8304.62;8158.18;00.09;00.09;                                                ;
25.05.2009;5430.09;5446.24;5453.09;5371.86;5442.75;5447.68;8286.95;8311.60;8322.04;8198.07;00.09;00.10;                                                ;
22.05.2009;5436.93;5409.26;5462.88;5385.94;5408.53;5412.71;8297.39;8255.15;8336.99;8219.57;00.08;00.10;                                                ;
20.05.2009;5493.82;5509.27;5546.24;5472.70;5507.69;5511.56;8384.21;8407.78;8464.19;8351.97;00.07;00.10;                                                ;
19.05.2009;5467.06;5498.80;5524.44;5467.06;5496.50;5500.39;8341.70;8390.13;8429.25;8341.70;00.07;00.10;                                                ;
18.05.2009;5306.77;5435.12;5435.12;5268.83;5432.49;5435.91;8097.12;8292.96;8292.96;8039.24;00.06;00.11;                                                ;
15.05.2009;5408.50;5350.67;5409.92;5306.49;5347.92;5351.18;8252.35;8164.11;8254.51;8096.70;00.06;00.10;                                                ;
14.05.2009;5269.21;5360.00;5366.20;5219.06;5358.24;5362.45;8039.81;8178.35;8187.81;7963.30;00.08;00.11;                                                ;
13.05.2009;5371.81;5277.37;5406.86;5260.19;5276.30;5281.32;8196.36;8052.26;8249.85;8026.06;00.10;00.10;                                                ;
12.05.2009;5319.78;5346.03;5401.68;5317.70;5344.18;5347.63;8116.98;8157.04;8241.94;8113.81;00.06;00.09;                                                ;
11.05.2009;5378.36;5358.94;5381.67;5314.26;5356.08;5359.62;8206.36;8176.73;8211.42;8108.55;00.07;00.10;                                                ;
08.05.2009;5368.51;5391.01;5401.30;5336.90;5387.40;5391.49;8191.33;8225.66;8241.36;8143.09;00.08;00.11;                                                ;
07.05.2009;5345.45;5325.63;5411.98;5294.03;5321.98;5327.03;8156.15;8125.91;8257.66;8077.69;00.09;00.10;                                                ;
06.05.2009;5273.24;5319.26;5355.36;5253.35;5316.16;5320.13;8045.96;8116.18;8171.27;8015.62;00.07;00.10;                                                ;
05.05.2009;5319.85;5280.93;5335.90;5265.16;5279.60;5284.31;8114.19;8054.83;8138.68;8030.78;00.09;00.10;                                                ;
04.05.2009;5274.09;5318.34;5327.46;5229.53;5315.48;5320.73;8044.40;8111.89;8125.80;7976.42;00.10;00.09;                                                ;
30.04.2009;5211.51;5225.92;5285.78;5208.39;5224.71;5228.28;7948.94;7970.92;8062.22;7944.18;00.07;00.09;00.11;
29.04.2009;5093.33;5152.72;5152.81;5076.90;5148.36;5154.55;7767.20;7857.76;7857.89;7742.14;00.12;00.10;                                                ;
28.04.2009;5080.60;5109.09;5140.94;5050.08;5106.44;5110.11;7683.14;7726.23;7774.39;7636.99;00.07;00.10;                                                ;
27.04.2009;5077.06;5175.97;5176.35;5048.59;5174.13;5178.09;7677.80;7827.37;7827.95;7634.75;00.08;00.11;                                                ;
24.04.2009;5026.17;5113.05;5119.11;5023.76;5109.24;5113.99;7600.84;7732.23;7741.38;7597.19;00.09;00.11;                                                ;
23.04.2009;5077.23;5023.90;5097.09;4990.93;5021.83;5025.73;7664.79;7584.29;7694.78;7534.51;00.08;00.11;                                                ;
22.04.2009;4986.30;5063.70;5086.61;4967.98;5057.90;5063.95;7527.52;7644.37;7678.95;7499.87;00.12;00.12;                                                ;
21.04.2009;5060.05;5076.72;5101.15;4953.18;5075.40;5079.74;7638.86;7664.03;7700.90;7477.52;00.09;00.11;                                                ;
20.04.2009;5186.45;5065.18;5216.45;5055.07;5064.79;5070.79;7829.68;7646.60;7874.97;7631.35;00.12;00.11;                                                ;
17.04.2009;5172.27;5192.63;5237.49;5154.94;5189.86;5194.11;7808.28;7839.02;7906.72;7782.11;00.08;00.10;                                                ;
16.04.2009;5117.82;5163.95;5163.95;5077.80;5158.25;5164.32;7726.07;7795.71;7795.71;7665.66;00.12;00.10;                                                ;
15.04.2009;5046.86;5065.43;5124.16;5032.72;5063.06;5066.41;7618.94;7646.99;7735.65;7597.60;00.07;00.10;                                                ;
14.04.2009;5092.55;5099.32;5130.52;5048.62;5096.94;5100.53;7686.59;7696.81;7743.90;7620.29;00.07;00.11;                                                ;
09.04.2009;5041.34;5070.60;5076.94;4953.94;5067.23;5071.40;7609.30;7653.47;7663.04;7477.39;00.08;00.12;                                                ;
08.04.2009;4894.40;4999.80;5000.69;4884.57;4996.46;5000.61;7387.51;7546.59;7547.94;7372.67;00.08;00.11;                                                ;
07.04.2009;5041.64;4974.20;5050.27;4960.69;4971.98;4975.50;7608.88;7507.09;7621.89;7486.71;00.07;00.10;                                                ;
06.04.2009;5045.22;5002.08;5112.35;4944.53;4999.53;5003.39;7594.36;7529.43;7695.42;7442.79;00.08;00.12;                                                ;
03.04.2009;5147.91;5042.99;5151.26;4996.05;5040.41;5044.50;7748.94;7591.01;7753.98;7520.35;00.08;00.11;                                                ;
02.04.2009;5107.01;5178.53;5180.53;5098.09;5176.18;5179.81;7687.37;7795.02;7798.05;7673.95;00.07;00.11;                                                ;
01.04.2009;4933.75;5014.90;5014.90;4837.02;5008.33;5015.65;7426.57;7548.73;7548.73;7280.97;00.15;00.11;                                                ;
31.03.2009;4811.79;4927.43;4928.75;4810.66;4918.57;4928.39;7243.00;7417.06;7419.04;7241.29;00.20;00.10;00.11;
30.03.2009;4798.15;4745.76;4838.40;4713.96;4745.01;4751.51;7222.45;7143.60;7283.04;7095.74;00.14;00.11;                                                ;
27.03.2009;4965.47;4872.33;4982.07;4866.66;4871.14;4878.23;7474.32;7334.11;7499.30;7325.59;00.15;00.10;                                                ;
